;SEASON;PLAYER_ID;FIRST_NAME;LAST_NAME;PLAYER_NAME;POSITION;HEIGHT_WO_SHOES;HEIGHT_WO_SHOES_FT_IN;HEIGHT_W_SHOES;HEIGHT_W_SHOES_FT_IN;WEIGHT;WINGSPAN;WINGSPAN_FT_IN;STANDING_REACH;STANDING_REACH_FT_IN;BODY_FAT_PCT;HAND_LENGTH;HAND_WIDTH;STANDING_VERTICAL_LEAP;MAX_VERTICAL_LEAP;LANE_AGILITY_TIME;MODIFIED_LANE_AGILITY_TIME;THREE_QUARTER_SPRINT;BENCH_PRESS;SPOT_FIFTEEN_CORNER_LEFT;SPOT_FIFTEEN_BREAK_LEFT;SPOT_FIFTEEN_TOP_KEY;SPOT_FIFTEEN_BREAK_RIGHT;SPOT_FIFTEEN_CORNER_RIGHT;SPOT_COLLEGE_CORNER_LEFT;SPOT_COLLEGE_BREAK_LEFT;SPOT_COLLEGE_TOP_KEY;SPOT_COLLEGE_BREAK_RIGHT;SPOT_COLLEGE_CORNER_RIGHT;SPOT_NBA_CORNER_LEFT;SPOT_NBA_BREAK_LEFT;SPOT_NBA_TOP_KEY;SPOT_NBA_BREAK_RIGHT;SPOT_NBA_CORNER_RIGHT;OFF_DRIB_FIFTEEN_BREAK_LEFT;OFF_DRIB_FIFTEEN_TOP_KEY;OFF_DRIB_FIFTEEN_BREAK_RIGHT;OFF_DRIB_COLLEGE_BREAK_LEFT;OFF_DRIB_COLLEGE_TOP_KEY;OFF_DRIB_COLLEGE_BREAK_RIGHT;ON_MOVE_FIFTEEN;ON_MOVE_COLLEGE;Year
251;2021;1630579;Jericho;Sims;Jericho Sims;C;81,0;6'9.0'';82,0;6'10.0'';250.20;87,25;7'3.25'';106,0;8'10.0'';5,5;9,0;9,75;37,0;44,5;11,59;3,38;3,05;;;;;;;9-25;;;;;;;;;;;;;15-30;;;;12-25;2021
252;2021;1630531;Jaden;Springer;Jaden Springer;SG;75,0;6'3.0'';76,25;6'4.25'';202.00;79,75;6'7.75'';99,0;8'3.0'';6,3;8,5;9,75;34,5;41,5;11,46;3,1;3,13;;;;;;;;;;;;;;;;;;;;;;;;;2021
253;2021;1630569;DJ;Steward;DJ Steward;PG;72,75;6'0.75'';73,75;6'1.75'';162.20;79,0;6'7.0'';98,5;8'2.5'';5,0;8,5;9,0;34,5;38,5;11,14;3,1;3,08;;;;;;;14-25;;;;;;;;;;;;;17-30;;;;14-25;2021
254;2021;1630560;Cam;Thomas;Cam Thomas;SG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2021
255;2021;1630550;JT;Thor;JT Thor;PF;80,5;6'8.5'';81,25;6'9.25'';203.00;87,25;7'3.25'';110,0;9'2.0'';6,1;9,25;9,5;31,5;35,0;12,19;3,08;3,06;;;;;;;12-25;;;;;;;;;;;;;19-30;;;;15-25;2021
256;2021;1630225;Isaiah;Todd;Isaiah Todd;PF;80,75;6'8.75'';82,0;6'10.0'';219.00;85,25;7'1.25'';107,5;8'11.5'';6,2;9,0;9,75;28,5;35,5;11,38;3,25;3,31;;;;;;;10-25;;;;;;;;;;;;;17-30;;;;10-25;2021
257;2021;1630613;Duane;Washington Jr.;Duane Washington Jr.;SG;74,25;6'2.25'';75,75;6'3.75'';196.80;79,75;6'7.75'';101,0;8'5.0'';5,1;8,25;8,75;29,5;35,5;11,5;3,06;3,17;;;;;;;15-25;;;;;;;;;;;;;21-30;;;;15-25;2021
258;2021;1630570;Trendon;Watford;Trendon Watford;PF;79,5;6'7.5'';80,75;6'8.75'';237.40;86,25;7'2.25'';105,0;8'9.0'';10,1;9,5;9,5;28,0;35,0;11,69;3,23;3,27;;;;;;;9-25;;;;;;;;;;;;;15-30;;;;12-25;2021
259;2021;1630580;Joe;Wieskamp;Joe Wieskamp;SF;77,75;6'5.75'';79,25;6'7.25'';204.80;83,0;6'11.0'';103,0;8'7.0'';4,1;8,5;9,25;30,0;42,0;10,7;3,18;3,04;;;;;;;17-25;;;;;;;;;;;;;21-30;;;;12-25;2021
260;2021;1630598;Aaron;Wiggins;Aaron Wiggins;SG-SF;76,5;6'4.5'';77,0;6'5.0'';190.00;81,75;6'9.75'';103,0;8'7.0'';5,0;8,75;8,5;29,5;36,0;11,2;3,0;3,04;;;;;;;19-25;;;;;;;;;;;;;18-30;;;;16-25;2021
261;2021;1630533;Ziaire;Williams;Ziaire Williams;SF;80,25;6'8.25'';81,75;6'9.75'';188.40;82,25;6'10.25'';106,5;8'10.5'';4,4;9,0;8,75;34,0;39,5;10,69;3,04;3,12;;;;;;;;;;;;;;;;;;;;;;;;;2021
262;2021;1630589;Moses;Wright;Moses Wright;PF;79,75;6'7.75'';81,0;6'9.0'';225.80;84,75;7'0.75'';107,0;8'11.0'';5,6;9,0;9,5;31,5;38,0;11,2;3,42;3,15;;;;;;;7-25;;;;;;;;;;;;;11-30;;;;7-25;2021
263;2021;1630593;McKinley;Wright IV;McKinley Wright IV;PG;71,25;5'11.25'';72,25;6'0.25'';192.20;77,25;6'5.25'';94,0;7'10.0'';6,7;8,5;9,0;31,5;38,0;10,76;3,12;3,08;;;;;;;13-25;;;;;;;;;;;;;22-30;;;;14-25;2021
264;2021;1630681;Marcus;Zegarowski;Marcus Zegarowski;PG;72,75;6'0.75'';74,0;6'2.0'';180.80;74,75;6'2.75'';96,0;8'0.0'';7,2;8,0;9,5;30,0;35,5;11,47;3,26;3,11;;;;;;;15-25;;;;;;;;;;;;;24-30;;;;16-25;2021
265;2022;1630534;Ochai;Agbaji;Ochai Agbaji;SG;76,5;6' 4.50'';77,75;6' 5.75'';216.80;82,25;6' 10.25'';104,0;8' 8.00'';5,4;8,75;9,5;32,0;39,0;10,77;3,11;3,13;;;;;;;;;;;;;;;;;;;;;;;;;2022
266;2022;1631116;Patrick;Baldwin Jr.;Patrick Baldwin Jr.;SF;81,25;6' 9.25'';82,25;6' 10.25'';230.80;85,75;7' 1.75'';110,5;9' 2.50'';8,9;8,75;9,5;23,5;26,5;12,25;3,3;3,45;;;;;;;15-25;;;;;;;;;;;;;18-30;;;;12-25;2022
267;2022;1631094;Paolo;Banchero;Paolo Banchero;PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
268;2022;1631230;Dominick;Barlow;Dominick Barlow;PF;80,75;6' 8.75'';81,75;6' 9.75'';221.00;87,0;7' 3.00'';108,5;9' 0.50'';5,9;9,0;10,5;28,5;34,0;11,29;3,19;3,33;;;;;;;14-25;;;;;;;;;;;;;18-30;;;;9-25;2022
269;2022;1630699;MarJon;Beauchamp;MarJon Beauchamp;SG;77,25;6' 5.25'';78,5;6' 6.50'';196.60;84,75;7' 0.75'';106,0;8' 10.00'';5,3;9,0;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
270;2022;1630656;Hugo;Besson;Hugo Besson;SG;76,5;6' 4.50'';77,75;6' 5.75'';180.40;77,5;6' 5.50'';102,0;8' 6.00'';8,8;7,5;8,5;24,5;31,5;11,36;3,25;3,4;;;;;;;20-25;;;;;;;;;;;;;22-30;;;;14-25;2022
271;2022;1631103;Malaki;Branham;Malaki Branham;SG;76,0;6' 4.00'';77,5;6' 5.50'';194.80;82,0;6' 10.00'';102,5;8' 6.50'';6,1;8,5;9,75;29,0;35,0;11,38;3,09;3,17;;;;;;;;;;;;;;;;;;;;;;;;;2022
272;2022;1631128;Christian;Braun;Christian Braun;SG;77,5;6' 5.50'';79,0;6' 7.00'';209.20;78,5;6' 6.50'';99,5;8' 3.50'';6,2;8,0;8,5;33,5;40,0;11,0;3,13;3,16;;;;;;;12-25;;;;;;;;;;;;;14-30;;;;12-25;2022
273;2022;1631112;Kendall;Brown;Kendall Brown;SF;78,25;6' 6.25'';79,5;6' 7.50'';201.20;83,0;6' 11.00'';103,0;8' 7.00'';4,9;9,0;9,0;31,5;41,0;11,57;3,05;3,29;;;;;;;8-25;;;;;;;;;;;;;15-30;;;;18-25;2022
274;2022;1631219;John;Butler Jr.;John Butler Jr.;PF;83,75;6' 11.75'';84,75;7' 0.75'';174.40;86,25;7' 2.25'';112,0;9' 4.00'';4,7;8,5;8,75;26,5;28,5;11,16;3,04;3,33;;;;;;;15-25;;;;;;;;;;;;;15-30;;;;15-25;2022
275;2022;1630577;Julian;Champagnie;Julian Champagnie;SF;78,25;6' 6.25'';79,75;6' 7.75'';212.40;82,0;6' 10.00'';107,0;8' 11.00'';7,1;8,75;9,25;28,5;34,5;11,39;3,04;3,14;;;;;;;19-25;;;;;;;;;;;;;17-30;;;;16-25;2022
276;2022;1631113;Kennedy;Chandler;Kennedy Chandler;PG;71,5;5' 11.50'';72,5;6' 0.50'';172.20;77,25;6' 5.25'';97,0;8' 1.00'';4,4;8,5;9,5;31,0;41,5;10,73;2,89;;;;;;;;;;;;;;;;;;;;;;;;;;2022
277;2022;1631108;Max;Christie;Max Christie;SG;76,25;6' 4.25'';77,75;6' 5.75'';189.20;80,75;6' 8.75'';102,5;8' 6.50'';4,8;8,0;8,5;32,0;37,5;10,82;3,02;3,07;;;;;;;16-25;;;;;;;;;;;;;18-30;;;;13-25;2022
278;2022;1630594;Kofi;Cockburn;Kofi Cockburn;C;83,0;6' 11.00'';84,0;7' 0.00'';293.00;88,25;7' 4.25'';110,5;9' 2.50'';8,2;9,75;10,25;29,5;32,5;12,11;3,31;3,33;;;;;;;7-25;;;;;;;;;;;;;14-30;;;;;2022
279;2022;1630700;Dyson;Daniels;Dyson Daniels;SG;78,0;6' 6.00'';79,5;6' 7.50'';195.20;82,5;6' 10.50'';105,0;8' 9.00'';4,9;8,5;9,75;29,0;34,0;10,81;2,81;3,22;;;;;;;;;;;;;;;;;;;;;;;;;2022
280;2022;1631098;Johnny;Davis;Johnny Davis;PG;76,25;6' 4.25'';77,75;6' 5.75'';196.40;80,5;6' 8.50'';103,5;8' 7.50'';6,7;8,5;10,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
281;2022;1631120;JD;Davison;JD Davison;PG;72,5;6' 0.50'';74,5;6' 2.50'';191.80;78,5;6' 6.50'';99,5;8' 3.50'';7,8;8,5;9,5;30,0;37,0;11,38;3,23;3,26;;;;;;;;;;;;;;;;;;;;;;;;;2022
282;2022;1630620;Darius;Days;Darius Days;SF-PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
283;2022;1631217;Moussa;Diabate;Moussa Diabate;C;81,25;6' 9.25'';82,25;6' 10.25'';216.60;86,5;7' 2.50'';109,5;9' 1.50'';2,7;8,5;10,5;29,0;36,5;11,16;2,9;3,26;;;;;;;11-25;;;;;;;;;;;;;19-30;;;;;2022
284;2022;1631172;Ousmane;Dieng;Ousmane Dieng;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
285;2022;1631215;Khalifa;Diop;Khalifa Diop;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
286;2022;1631105;Jalen;Duren;Jalen Duren;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
287;2022;1631106;Tari;Eason;Tari Eason;PF;78,75;6' 6.75'';80,0;6' 8.00'';217.40;86,0;7' 2.00'';107,5;8' 11.50'';5,9;9,25;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
288;2022;1631165;Keon;Ellis;Keon Ellis;SG;75,5;6' 3.50'';76,75;6' 4.75'';167.40;80,5;6' 8.50'';102,0;8' 6.00'';3,8;8,0;9,25;28,0;35,5;10,87;3,02;3,18;;;;;;;14-25;;;;;;;;;;;;;25-30;;;;15-25;2022
289;2022;1630701;Michael;Foster Jr.;Michael Foster Jr.;C;79,75;6' 7.75'';81,25;6' 9.25'';236.60;84,25;7' 0.25'';109,5;9' 1.50'';6,2;8,75;10,0;28,0;32,5;11,49;3,1;3,22;;;;;;;15-25;;;;;;;;;;;;;20-30;;;;14-25;2022
290;2022;1631221;Collin;Gillespie;Collin Gillespie;PG;73,5;6' 1.50'';74,75;6' 2.75'';195.80;76,0;6' 4.00'';98,0;8' 2.00'';8,6;8,25;9,0;26,5;33,0;10,95;3,01;3,21;;;;;;;18-25;;;;;;;;;;;;;23-30;;;;16-25;2022
291;2022;1631100;AJ;Griffin;AJ Griffin;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
292;2022;1630702;Jaden;Hardy;Jaden Hardy;SG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
293;2022;1631199;Ron;Harper Jr.;Ron Harper Jr.;SF;76,0;6' 4.00'';77,5;6' 5.50'';240.40;85,25;7' 1.25'';105,5;8' 9.50'';14,3;9,5;10,0;26,0;30,5;11,41;3,24;3,4;;;;;;;17-25;;;;;;;;;;;;;22-30;;;;15-25;2022
294;2022;1631096;Chet;Holmgren;Chet Holmgren;PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
295;2022;1631127;Harrison;Ingram;Harrison Ingram;SF;77,25;6' 5.25'';79,0;6' 7.00'';232.80;84,25;7' 0.25'';103,5;8' 7.50'';8,3;9,0;10,0;29,5;35,0;11,83;3,26;3,31;;;;;;;12-25;;;;;;;;;;;;;15-30;;;;13-25;2022
296;2022;1631093;Jaden;Ivey;Jaden Ivey;PG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
297;2022;1631218;Trayce;Jackson-Davis;Trayce Jackson-Davis;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
298;2022;1631107;Nikola;Jovic;Nikola Jovic;SF;81,5;6' 9.50'';83,0;6' 11.00'';222.60;84,25;7' 0.25'';108,5;9' 0.50'';7,4;8,75;9,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
299;2022;1630548;Johnny;Juzang;Johnny Juzang;SG;77,25;6' 5.25'';78,5;6' 6.50'';208.60;83,0;6' 11.00'';102,5;8' 6.50'';7,5;8,5;9,5;27,5;32,5;11,03;3,17;3,29;;;;;;;;;;;;;;;;;;;;;;;;;2022
300;2022;1631130;Ismael;Kamagate;Ismael Kamagate;PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
301;2022;1631211;Trevor;Keels;Trevor Keels;SG;75,25;6' 3.25'';76,75;6' 4.75'';223.80;79,25;6' 7.25'';101,0;8' 5.00'';13,5;8,25;9,0;24,5;31,0;11,33;3,32;3,27;;;;;;;;;;;;;;;;;;;;;;;;;2022
302;2022;1631117;Walker;Kessler;Walker Kessler;C;84,25;7' 0.25'';85,0;7' 1.00'';256.00;88,25;7' 4.25'';113,0;9' 5.00'';14,7;8,5;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
303;2022;1631132;Christian;Koloko;Christian Koloko;C;82,75;6' 10.75'';84,0;7' 0.00'';221.00;89,25;7' 5.25'';113,0;9' 5.00'';5,7;9,0;10,75;28,0;33,5;11,3;3,19;3,27;;;;;;;9-25;;;;;;;;;;;;;15-30;;;;16-25;2022
304;2022;1631222;Jake;LaRavia;Jake LaRavia;PF;78,75;6' 6.75'';80,0;6' 8.00'';227.20;81,5;6' 9.50'';104,0;8' 8.00'';9,0;8,5;10,25;27,5;34,0;10,58;2,89;3,37;;;;;;;14-25;;;;;;;;;;;;;21-30;;;;17-25;2022
305;2022;1631171;Justin;Lewis;Justin Lewis;PF;78,25;6' 6.25'';79,5;6' 7.50'';235.40;86,5;7' 2.50'';105,5;8' 9.50'';7,3;9,0;10,5;32,5;35,0;11,49;3,02;3,23;;;;;;;19-25;;;;;;;;;;;;;17-30;;;;9-25;2022
306;2022;1630604;E.J.;Liddell;E.J. Liddell;PF;77,5;6' 5.50'';79,0;6' 7.00'';243.00;83,75;6' 11.75'';103,5;8' 7.50'';12,2;8,25;9,25;35,5;38,0;11,11;3,23;3,26;;;;;;;;;;;;;;;;;;;;;;;;;2022
307;2022;1631254;Kenneth;Lofton Jr.;Kenneth Lofton Jr.;PF-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
308;2022;1631213;Tyrese;Martin;Tyrese Martin;SG-SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
309;2022;1631097;Bennedict;Mathurin;Bennedict Mathurin;SG;76,5;6' 4.50'';78,0;6' 6.00'';204.60;81,0;6' 9.00'';104,0;8' 8.00'';5,7;8,5;9,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
310;2022;1630571;Matthew;Mayer;Matthew Mayer;SF;80,0;6' 8.00'';81,25;6' 9.25'';216.40;82,5;6' 10.50'';105,0;8' 9.00'';11,1;9,0;10,25;25,5;31,5;10,74;;3,39;;;;;;;;;;;;;;;;;;;;;;;;;2022
311;2022;1631121;Bryce;McGowens;Bryce McGowens;SG;77,25;6' 5.25'';78,5;6' 6.50'';181.20;80,75;6' 8.75'';103,5;8' 7.50'';5,4;8,75;9,5;29,5;34,0;11,12;3,16;3,27;;;;;;;11-25;;;;;;;;;;;;;18-30;;;;13-25;2022
312;2022;1631159;Leonard;Miller;Leonard Miller;SF;80,5;6' 8.50'';82,0;6' 10.00'';211.00;86,0;7' 2.00'';106,5;8' 10.50'';5,7;9,25;10,5;30,0;36,5;11,11;3,02;3,36;;;;;;;10-25;;;;;;;;;;;;;15-30;;;;;2022
313;2022;1631125;Josh;Minnott;Josh Minnott;PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
314;2022;1631198;Aminu;Mohammed;Aminu Mohammed;SG-SF;75,5;6' 3.50'';77,0;6' 5.00'';212.80;83,0;6' 11.00'';104,0;8' 8.00'';5,1;8,75;9,5;29,5;36,0;11,54;3,04;3,33;;;;;;;15-25;;;;;;;;;;;;;23-30;;;;11-25;2022
315;2022;1631129;Iverson;Molinar;Iverson Molinar;PG;74,25;6' 2.25'';75,25;6' 3.25'';183.20;80,0;6' 8.00'';101,0;8' 5.00'';4,8;8,5;9,5;31,0;38,0;11,23;3,1;3,19;;;;;;;12-25;;;;;;;;;;;;;20-30;;;;10-25;2022
316;2022;1631168;Jean;Montero;Jean Montero;PG;73,0;6' 1.00'';74,25;6' 2.25'';171.80;77,25;6' 5.25'';98,5;8' 2.50'';7,4;8,0;8,75;29,5;37,0;11,19;3,17;3,17;;;;;;;16-25;;;;;;;;;;;;;21-30;;;;15-25;2022
317;2022;1631111;Wendell;Moore;Wendell Moore;SG;76,25;6' 4.25'';77,5;6' 5.50'';217.20;84,5;7' 0.50'';101,0;8' 5.00'';7,5;8,75;10,25;32,5;38,5;10,94;3,21;3,3;;;;;;;;;;;;;;;;;;;;;;;;;2022
318;2022;1631099;Keegan;Murray;Keegan Murray;PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
319;2022;1629614;Andrew;Nembhard;Andrew Nembhard;PG;75,0;6' 3.00'';76,5;6' 4.50'';195.60;77,75;6' 5.75'';99,0;8' 3.00'';4,4;8,0;9,5;26,5;35,0;10,46;3,02;3,26;;;;;;;;;;;;;;;;;;;;;;;;;2022
320;2022;1630590;Scotty;Pippen Jr.;Scotty Pippen Jr.;PG;72,0;6' 0.00'';73,5;6' 1.50'';180.00;77,75;6' 5.75'';95,5;7' 11.50'';5,3;7,75;9,0;30,5;37,5;11,07;3,1;3,21;;;;;;;8-25;;;;;;;;;;;;;19-30;;;;14-25;2022
321;2022;1630629;Gabriele;Procida;Gabriele Procida;SG-SF;77,75;6' 5.75'';79,75;6' 7.75'';192.80;80,0;6' 8.00'';106,0;8' 10.00'';3,8;8,0;9,25;29,5;35,0;11,02;3,14;3,07;;;;;;;;;;;;;;;;;;;;;;;;;2022
322;2022;1631197;Jared;Rhoden;Jared Rhoden;SG-SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
323;2022;1631115;Orlando;Robinson;Orlando Robinson;C;81,75;6' 9.75'';83,0;6' 11.00'';244.40;88,0;7' 4.00'';111,0;9' 3.00'';9,5;8,75;10,0;23,0;27,5;11,4;3,23;3,55;;;;;;;15-25;;;;;;;;;;;;;18-30;;;;13-25;2022
324;2022;1631223;David;Roddy;David Roddy;PF;76,5;6' 4.50'';78,0;6' 6.00'';260.80;83,5;6' 11.50'';105,0;8' 9.00'';11,6;8,75;10,0;27,0;35,5;10,75;3,1;3,22;;;;;;;13-25;;;;;;;;;;;;;18-30;;;;13-25;2022
325;2022;1631157;Ryan;Rollins;Ryan Rollins;SG;74,0;6' 2.00'';75,25;6' 3.25'';179.20;81,75;6' 9.75'';100,5;8' 4.50'';5,0;8,0;8,5;30,5;36,5;11,26;3,28;3,07;;;;;;;15-25;;;;;;;;;;;;;17-30;;;;12-25;2022
326;2022;1631204;Marcus;Sasser;Marcus Sasser;PG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
327;2022;1631220;Dereon;Seabron;Dereon Seabron;SG;76,75;6' 4.75'';77,75;6' 5.75'';182.40;80,75;6' 8.75'';103,5;8' 7.50'';4,0;8,5;9,5;30,5;38,0;11,03;3,04;3,12;;;;;;;11-25;;;;;;;;;;;;;17-30;;;;15-25;2022
328;2022;1631101;Shaedon;Sharpe;Shaedon Sharpe;SG;76,25;6' 4.25'';77,25;6' 5.25'';198.00;83,5;6' 11.50'';103,5;8' 7.50'';4,8;9,0;9,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
329;2022;1631173;Terquavion;Smith;Terquavion Smith;SG;74,25;6' 2.25'';75,75;6' 3.75'';165.20;78,5;6' 6.50'';98,0;8' 2.00'';3,8;8,5;8,0;30,5;38,5;10,63;3,03;3,14;;;;;;;13-25;;;;;;;;;;;;;19-30;;;;13-25;2022
330;2022;1631095;Jabari;Smith;Jabari Smith;PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
331;2022;1631110;Jeremy;Sochan;Jeremy Sochan;PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
332;2022;1631164;Matteo;Spagnolo;Matteo Spagnolo;PG;76,0;6' 4.00'';77,5;6' 5.50'';196.20;80,0;6' 8.00'';102,0;8' 6.00'';8,6;8,25;10,0;25,5;31,5;11,42;3,16;3,4;;;;;;;;;;;;;;;;;;;;;;;;;2022
333;2022;1631124;Julian;Strawther;Julian Strawther;SF;77,75;6' 5.75'';79,0;6' 7.00'';207.60;81,5;6' 9.50'';104,5;8' 8.50'';7,9;8,25;8,5;28,5;35,0;10,3;3,37;3,26;;;;;;;18-25;;;;;;;;;;;;;21-30;;;;14-25;2022
334;2022;1631207;Dalen;Terry;Dalen Terry;SG;78,0;6' 6.00'';79,25;6' 7.25'';195.20;84,75;7' 0.75'';106,0;8' 10.00'';5,4;8,5;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
335;2022;1631166;Drew;Timme;Drew Timme;C;80,25;6' 8.25'';81,25;6' 9.25'';231.60;86,0;7' 2.00'';107,5;8' 11.50'';15,7;9,0;10,0;25,5;31,5;11,71;3,31;3,38;;;;;;;11-25;;;;;;;;;;;;;13-30;;;;10-25;2022
336;2022;1631133;Jabari;Walker;Jabari Walker;PF;78,75;6' 6.75'';80,0;6' 8.00'';213.80;82,75;6' 10.75'';105,0;8' 9.00'';12,1;8,75;9,75;29,5;32,5;11,53;3,12;3,24;;;;;;;15-25;;;;;;;;;;;;;14-30;;;;11-25;2022
337;2022;1631102;TyTy;Washington Jr.;TyTy Washington Jr.;SG;74,25;6' 2.25'';75,75;6' 3.75'';196.40;80,0;6' 8.00'';99,5;8' 3.50'';12,0;8,5;9,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
338;2022;1631212;Peyton;Watson;Peyton Watson;SF;78,75;6' 6.75'';80,0;6' 8.00'';203.40;84,5;7' 0.50'';107,5;8' 11.50'';5,2;8,5;9,5;28,0;33,5;11,03;3,24;3,28;;;;;;;;;;;;;;;;;;;;;;;;;2022
339;2022;1631104;Blake;Wesley;Blake Wesley;SG;75,0;6' 3.00'';76,25;6' 4.25'';187.20;81,25;6' 9.25'';103,0;8' 7.00'';5,6;8,25;9,0;30,0;36,0;11,55;3,25;3,21;;;;;;;;;;;;;;;;;;;;;;;;;2022
340;2022;1631214;Alondes;Williams;Alondes Williams;SG;75,75;6' 3.75'';77,0;6' 5.00'';209.00;79,0;6' 7.00'';102,0;8' 6.00'';7,2;8,5;9,25;30,0;35,5;10,96;3,11;3,15;;;;;;;15-25;;;;;;;;;;;;;16-30;;;;11-25;2022
341;2022;1631114;Jalen;Williams;Jalen Williams;SG;76,5;6' 4.50'';77,75;6' 5.75'';209.20;86,25;7' 2.25'';105,5;8' 9.50'';8,9;8,5;9,5;33,5;39,0;11,13;3,17;3,11;;;;;;;13-25;;;;;;;;;;;;;21-30;;;;13-25;2022
342;2022;1631119;Jaylin;Williams;Jaylin Williams;C;80,75;6' 8.75'';82,0;6' 10.00'';236.60;85,0;7' 1.00'';108,5;9' 0.50'';8,0;8,5;10,5;24,5;30,0;11,64;3,1;3,5;;;;;;;10-25;;;;;;;;;;;;;16-30;;;;10-25;2022
343;2022;1630652;Trevion;Williams;Trevion Williams;C;79,25;6' 7.25'';80,75;6' 8.75'';264.60;86,75;7' 2.75'';108,5;9' 0.50'';10,8;9,0;10,25;27,5;30,0;12,75;3,46;3,48;;;;;;;7-25;;;;;;;;;;;;;14-30;;;;11-25;2022
344;2022;1631258;Bryson;Williams;Bryson Williams;PF-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
345;2022;1631109;Mark;Williams;Mark Williams;C;84,0;7' 0.00'';86,0;7' 2.00'';242.40;90,5;7' 6.50'';117,0;9' 9.00'';5,4;9,0;9,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
346;2022;1630592;Jalen;Wilson;Jalen Wilson;SF-PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
347;2022;1630855;Fanbo;Zeng;Fanbo Zeng;SF-PF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022
